title	url	author
Drive&Act: A Multi-Modal Dataset for Fine-Grained Driver Behavior Recognition in Autonomous Vehicles	http://openaccess.thecvf.com/content_ICCV_2019/papers/Martin_DriveAct_A_Multi-Modal_Dataset_for_Fine-Grained_Driver_Behavior_Recognition_in_ICCV_2019_paper.pdf	Manuel Martin
Depth Completion From Sparse LiDAR Data With Depth-Normal Constraints	http://openaccess.thecvf.com/content_ICCV_2019/papers/Xu_Depth_Completion_From_Sparse_LiDAR_Data_With_Depth-Normal_Constraints_ICCV_2019_paper.pdf	Yan Xu
PRECOG: PREdiction Conditioned on Goals in Visual Multi-Agent Settings	http://openaccess.thecvf.com/content_ICCV_2019/papers/Rhinehart_PRECOG_PREdiction_Conditioned_on_Goals_in_Visual_Multi-Agent_Settings_ICCV_2019_paper.pdf	Nicholas Rhinehart
LPD-Net: 3D Point Cloud Learning for Large-Scale Place Recognition and Environment Analysis	http://openaccess.thecvf.com/content_ICCV_2019/papers/Liu_LPD-Net_3D_Point_Cloud_Learning_for_Large-Scale_Place_Recognition_and_ICCV_2019_paper.pdf	Zhe Liu
Local Supports Global: Deep Camera Relocalization With Sequence Enhancement	http://openaccess.thecvf.com/content_ICCV_2019/papers/Xue_Local_Supports_Global_Deep_Camera_Relocalization_With_Sequence_Enhancement_ICCV_2019_paper.pdf	Fei Xue
Sequential Adversarial Learning for Self-Supervised Deep Visual Odometry	http://openaccess.thecvf.com/content_ICCV_2019/papers/Li_Sequential_Adversarial_Learning_for_Self-Supervised_Deep_Visual_Odometry_ICCV_2019_paper.pdf	Shunkai Li
TextPlace: Visual Place Recognition and Topological Localization Through Reading Scene Texts	http://openaccess.thecvf.com/content_ICCV_2019/papers/Hong_TextPlace_Visual_Place_Recognition_and_Topological_Localization_Through_Reading_Scene_ICCV_2019_paper.pdf	Ziyang Hong
CamNet: Coarse-to-Fine Retrieval for Camera Re-Localization	http://openaccess.thecvf.com/content_ICCV_2019/papers/Ding_CamNet_Coarse-to-Fine_Retrieval_for_Camera_Re-Localization_ICCV_2019_paper.pdf	Mingyu Ding
Situational Fusion of Visual Representation for Visual Navigation	http://openaccess.thecvf.com/content_ICCV_2019/papers/Shen_Situational_Fusion_of_Visual_Representation_for_Visual_Navigation_ICCV_2019_paper.pdf	William B. Shen
Learning Aberrance Repressed Correlation Filters for Real-Time UAV Tracking	http://openaccess.thecvf.com/content_ICCV_2019/papers/Huang_Learning_Aberrance_Repressed_Correlation_Filters_for_Real-Time_UAV_Tracking_ICCV_2019_paper.pdf	Ziyuan Huang
6-DOF GraspNet: Variational Grasp Generation for Object Manipulation	http://openaccess.thecvf.com/content_ICCV_2019/papers/Mousavian_6-DOF_GraspNet_Variational_Grasp_Generation_for_Object_Manipulation_ICCV_2019_paper.pdf	Arsalan Mousavian
DAGMapper: Learning to Map by Discovering Lane Topology	http://openaccess.thecvf.com/content_ICCV_2019/papers/Homayounfar_DAGMapper_Learning_to_Map_by_Discovering_Lane_Topology_ICCV_2019_paper.pdf	Namdar Homayounfar
3D-LaneNet: End-to-End 3D Multiple Lane Detection	http://openaccess.thecvf.com/content_ICCV_2019/papers/Garnett_3D-LaneNet_End-to-End_3D_Multiple_Lane_Detection_ICCV_2019_paper.pdf	Noa Garnett
Sampling-Free Epistemic Uncertainty Estimation Using Approximated Variance Propagation	http://openaccess.thecvf.com/content_ICCV_2019/papers/Postels_Sampling-Free_Epistemic_Uncertainty_Estimation_Using_Approximated_Variance_Propagation_ICCV_2019_paper.pdf	Janis Postels
Universal Adversarial Perturbation via Prior Driven Uncertainty Approximation	http://openaccess.thecvf.com/content_ICCV_2019/papers/Liu_Universal_Adversarial_Perturbation_via_Prior_Driven_Uncertainty_Approximation_ICCV_2019_paper.pdf	Hong Liu
Understanding Deep Networks via Extremal Perturbations and Smooth Masks	http://openaccess.thecvf.com/content_ICCV_2019/papers/Fong_Understanding_Deep_Networks_via_Extremal_Perturbations_and_Smooth_Masks_ICCV_2019_paper.pdf	Ruth Fong
Unsupervised Pre-Training of Image Features on Non-Curated Data	http://openaccess.thecvf.com/content_ICCV_2019/papers/Caron_Unsupervised_Pre-Training_of_Image_Features_on_Non-Curated_Data_ICCV_2019_paper.pdf	Mathilde Caron
Learning Local Descriptors With a CDF-Based Dynamic Soft Margin	http://openaccess.thecvf.com/content_ICCV_2019/papers/Zhang_Learning_Local_Descriptors_With_a_CDF-Based_Dynamic_Soft_Margin_ICCV_2019_paper.pdf	Linguang Zhang
Bayes-Factor-VAE: Hierarchical Bayesian Deep Auto-Encoder Models for Factor Disentanglement	http://openaccess.thecvf.com/content_ICCV_2019/papers/Kim_Bayes-Factor-VAE_Hierarchical_Bayesian_Deep_Auto-Encoder_Models_for_Factor_Disentanglement_ICCV_2019_paper.pdf	Minyoung Kim
Linearized Multi-Sampling for Differentiable Image Transformation	http://openaccess.thecvf.com/content_ICCV_2019/papers/Jiang_Linearized_Multi-Sampling_for_Differentiable_Image_Transformation_ICCV_2019_paper.pdf	Wei Jiang
AdaTransform: Adaptive Data Transformation	http://openaccess.thecvf.com/content_ICCV_2019/papers/Tang_AdaTransform_Adaptive_Data_Transformation_ICCV_2019_paper.pdf	Zhiqiang Tang
CARAFE: Content-Aware ReAssembly of FEatures	http://openaccess.thecvf.com/content_ICCV_2019/papers/Wang_CARAFE_Content-Aware_ReAssembly_of_FEatures_ICCV_2019_paper.pdf	Jiaqi Wang
AFD-Net: Aggregated Feature Difference Learning for Cross-Spectral Image Patch Matching	http://openaccess.thecvf.com/content_ICCV_2019/papers/Quan_AFD-Net_Aggregated_Feature_Difference_Learning_for_Cross-Spectral_Image_Patch_Matching_ICCV_2019_paper.pdf	Dou Quan
Deep Joint-Semantics Reconstructing Hashing for Large-Scale Unsupervised Cross-Modal Retrieval	http://openaccess.thecvf.com/content_ICCV_2019/papers/Su_Deep_Joint-Semantics_Reconstructing_Hashing_for_Large-Scale_Unsupervised_Cross-Modal_Retrieval_ICCV_2019_paper.pdf	Shupeng Su
Unsupervised Neural Quantization for Compressed-Domain Similarity Search	http://openaccess.thecvf.com/content_ICCV_2019/papers/Morozov_Unsupervised_Neural_Quantization_for_Compressed-Domain_Similarity_Search_ICCV_2019_paper.pdf	Stanislav Morozov
Siamese Networks: The Tale of Two Manifolds	http://openaccess.thecvf.com/content_ICCV_2019/papers/Roy_Siamese_Networks_The_Tale_of_Two_Manifolds_ICCV_2019_paper.pdf	Soumava Kumar Roy
Learning Combinatorial Embedding Networks for Deep Graph Matching	http://openaccess.thecvf.com/content_ICCV_2019/papers/Wang_Learning_Combinatorial_Embedding_Networks_for_Deep_Graph_Matching_ICCV_2019_paper.pdf	Runzhong Wang
Fashion Retrieval via Graph Reasoning Networks on a Similarity Pyramid	http://openaccess.thecvf.com/content_ICCV_2019/papers/Kuang_Fashion_Retrieval_via_Graph_Reasoning_Networks_on_a_Similarity_Pyramid_ICCV_2019_paper.pdf	Zhanghui Kuang
Wavelet Domain Style Transfer for an Effective Perception-Distortion Tradeoff in Single Image Super-Resolution	http://openaccess.thecvf.com/content_ICCV_2019/papers/Deng_Wavelet_Domain_Style_Transfer_for_an_Effective_Perception-Distortion_Tradeoff_in_ICCV_2019_paper.pdf	Xin Deng
Toward Real-World Single Image Super-Resolution: A New Benchmark and a New Model	http://openaccess.thecvf.com/content_ICCV_2019/papers/Cai_Toward_Real-World_Single_Image_Super-Resolution_A_New_Benchmark_and_a_ICCV_2019_paper.pdf	Jianrui Cai
RankSRGAN: Generative Adversarial Networks With Ranker for Image Super-Resolution	http://openaccess.thecvf.com/content_ICCV_2019/papers/Zhang_RankSRGAN_Generative_Adversarial_Networks_With_Ranker_for_Image_Super-Resolution_ICCV_2019_paper.pdf	Wenlong Zhang
Progressive Fusion Video Super-Resolution Network via Exploiting Non-Local Spatio-Temporal Correlations	http://openaccess.thecvf.com/content_ICCV_2019/papers/Yi_Progressive_Fusion_Video_Super-Resolution_Network_via_Exploiting_Non-Local_Spatio-Temporal_Correlations_ICCV_2019_paper.pdf	Peng Yi
Deep SR-ITM: Joint Learning of Super-Resolution and Inverse Tone-Mapping for 4K UHD HDR Applications	http://openaccess.thecvf.com/content_ICCV_2019/papers/Kim_Deep_SR-ITM_Joint_Learning_of_Super-Resolution_and_Inverse_Tone-Mapping_for_ICCV_2019_paper.pdf	Soo Ye Kim
Dynamic PET Image Reconstruction Using Nonnegative Matrix Factorization Incorporated With Deep Image Prior	http://openaccess.thecvf.com/content_ICCV_2019/papers/Yokota_Dynamic_PET_Image_Reconstruction_Using_Nonnegative_Matrix_Factorization_Incorporated_With_ICCV_2019_paper.pdf	Tatsuya Yokota
DSIC: Deep Stereo Image Compression	http://openaccess.thecvf.com/content_ICCV_2019/papers/Liu_DSIC_Deep_Stereo_Image_Compression_ICCV_2019_paper.pdf	Jerry Liu
Variable Rate Deep Image Compression With a Conditional Autoencoder	http://openaccess.thecvf.com/content_ICCV_2019/papers/Choi_Variable_Rate_Deep_Image_Compression_With_a_Conditional_Autoencoder_ICCV_2019_paper.pdf	Yoojin Choi
Real Image Denoising With Feature Attention	http://openaccess.thecvf.com/content_ICCV_2019/papers/Anwar_Real_Image_Denoising_With_Feature_Attention_ICCV_2019_paper.pdf	Saeed Anwar
Noise Flow: Noise Modeling With Conditional Normalizing Flows	http://openaccess.thecvf.com/content_ICCV_2019/papers/Abdelhamed_Noise_Flow_Noise_Modeling_With_Conditional_Normalizing_Flows_ICCV_2019_paper.pdf	Abdelrahman Abdelhamed
Bottleneck Potentials in Markov Random Fields	http://openaccess.thecvf.com/content_ICCV_2019/papers/Abbas_Bottleneck_Potentials_in_Markov_Random_Fields_ICCV_2019_paper.pdf	Ahmed Abbas
Seeing Motion in the Dark	http://openaccess.thecvf.com/content_ICCV_2019/papers/Chen_Seeing_Motion_in_the_Dark_ICCV_2019_paper.pdf	Chen Chen
SENSE: A Shared Encoder Network for Scene-Flow Estimation	http://openaccess.thecvf.com/content_ICCV_2019/papers/Jiang_SENSE_A_Shared_Encoder_Network_for_Scene-Flow_Estimation_ICCV_2019_paper.pdf	Huaizu Jiang
Adversarial Feedback Loop	http://openaccess.thecvf.com/content_ICCV_2019/papers/Shama_Adversarial_Feedback_Loop_ICCV_2019_paper.pdf	Firas Shama
Dynamic-Net: Tuning the Objective Without Re-Training for Synthesis Tasks	http://openaccess.thecvf.com/content_ICCV_2019/papers/Shoshan_Dynamic-Net_Tuning_the_Objective_Without_Re-Training_for_Synthesis_Tasks_ICCV_2019_paper.pdf	Alon Shoshan
AutoGAN: Neural Architecture Search for Generative Adversarial Networks	http://openaccess.thecvf.com/content_ICCV_2019/papers/Gong_AutoGAN_Neural_Architecture_Search_for_Generative_Adversarial_Networks_ICCV_2019_paper.pdf	Xinyu Gong
Co-Evolutionary Compression for Unpaired Image Translation	http://openaccess.thecvf.com/content_ICCV_2019/papers/Shu_Co-Evolutionary_Compression_for_Unpaired_Image_Translation_ICCV_2019_paper.pdf	Han Shu
Self-Supervised Representation Learning From Multi-Domain Data	http://openaccess.thecvf.com/content_ICCV_2019/papers/Feng_Self-Supervised_Representation_Learning_From_Multi-Domain_Data_ICCV_2019_paper.pdf	Zeyu Feng
Controlling Neural Networks via Energy Dissipation	http://openaccess.thecvf.com/content_ICCV_2019/papers/Moeller_Controlling_Neural_Networks_via_Energy_Dissipation_ICCV_2019_paper.pdf	Michael Moeller
Indices Matter: Learning to Index for Deep Image Matting	http://openaccess.thecvf.com/content_ICCV_2019/papers/Lu_Indices_Matter_Learning_to_Index_for_Deep_Image_Matting_ICCV_2019_paper.pdf	Hao Lu
LAP-Net: Level-Aware Progressive Network for Image Dehazing	http://openaccess.thecvf.com/content_ICCV_2019/papers/Li_LAP-Net_Level-Aware_Progressive_Network_for_Image_Dehazing_ICCV_2019_paper.pdf	Yunan Li
Attention Augmented Convolutional Networks	http://openaccess.thecvf.com/content_ICCV_2019/papers/Bello_Attention_Augmented_Convolutional_Networks_ICCV_2019_paper.pdf	Irwan Bello
MetaPruning: Meta Learning for Automatic Neural Network Channel Pruning	http://openaccess.thecvf.com/content_ICCV_2019/papers/Liu_MetaPruning_Meta_Learning_for_Automatic_Neural_Network_Channel_Pruning_ICCV_2019_paper.pdf	Zechun Liu
Accelerate CNN via Recursive Bayesian Pruning	http://openaccess.thecvf.com/content_ICCV_2019/papers/Zhou_Accelerate_CNN_via_Recursive_Bayesian_Pruning_ICCV_2019_paper.pdf	Yuefu Zhou
HBONet: Harmonious Bottleneck on Two Orthogonal Dimensions	http://openaccess.thecvf.com/content_ICCV_2019/papers/Li_HBONet_Harmonious_Bottleneck_on_Two_Orthogonal_Dimensions_ICCV_2019_paper.pdf	Duo Li
O2U-Net: A Simple Noisy Label Detection Approach for Deep Neural Networks	http://openaccess.thecvf.com/content_ICCV_2019/papers/Huang_O2U-Net_A_Simple_Noisy_Label_Detection_Approach_for_Deep_Neural_ICCV_2019_paper.pdf	Jinchi Huang
Continual Learning by Asymmetric Loss Approximation With Single-Side Overestimation	http://openaccess.thecvf.com/content_ICCV_2019/papers/Park_Continual_Learning_by_Asymmetric_Loss_Approximation_With_Single-Side_Overestimation_ICCV_2019_paper.pdf	Dongmin Park
Label-PEnet: Sequential Label Propagation and Enhancement Networks for Weakly Supervised Instance Segmentation	http://openaccess.thecvf.com/content_ICCV_2019/papers/Ge_Label-PEnet_Sequential_Label_Propagation_and_Enhancement_Networks_for_Weakly_Supervised_ICCV_2019_paper.pdf	Weifeng Ge
LIP: Local Importance-Based Pooling	http://openaccess.thecvf.com/content_ICCV_2019/papers/Gao_LIP_Local_Importance-Based_Pooling_ICCV_2019_paper.pdf	Ziteng Gao
Global Feature Guided Local Pooling	http://openaccess.thecvf.com/content_ICCV_2019/papers/Kobayashi_Global_Feature_Guided_Local_Pooling_ICCV_2019_paper.pdf	Takumi Kobayashi
Conditional Coupled Generative Adversarial Networks for Zero-Shot Domain Adaptation	http://openaccess.thecvf.com/content_ICCV_2019/papers/Wang_Conditional_Coupled_Generative_Adversarial_Networks_for_Zero-Shot_Domain_Adaptation_ICCV_2019_paper.pdf	Jinghua Wang
Adversarial Defense by Restricting the Hidden Space of Deep Neural Networks	http://openaccess.thecvf.com/content_ICCV_2019/papers/Mustafa_Adversarial_Defense_by_Restricting_the_Hidden_Space_of_Deep_Neural_ICCV_2019_paper.pdf	Aamir Mustafa
Hyperpixel Flow: Semantic Correspondence With Multi-Layer Neural Features	http://openaccess.thecvf.com/content_ICCV_2019/papers/Min_Hyperpixel_Flow_Semantic_Correspondence_With_Multi-Layer_Neural_Features_ICCV_2019_paper.pdf	Juhong Min
Information Entropy Based Feature Pooling for Convolutional Neural Networks	http://openaccess.thecvf.com/content_ICCV_2019/papers/Wan_Information_Entropy_Based_Feature_Pooling_for_Convolutional_Neural_Networks_ICCV_2019_paper.pdf	Weitao Wan
Patchwork: A Patch-Wise Attention Network for Efficient Object Detection and Segmentation in Video Streams	http://openaccess.thecvf.com/content_ICCV_2019/papers/Chai_Patchwork_A_Patch-Wise_Attention_Network_for_Efficient_Object_Detection_and_ICCV_2019_paper.pdf	Yuning Chai
AttentionRNN: A Structured Spatial Attention Mechanism	http://openaccess.thecvf.com/content_ICCV_2019/papers/Khandelwal_AttentionRNN_A_Structured_Spatial_Attention_Mechanism_ICCV_2019_paper.pdf	Siddhesh Khandelwal
Drop an Octave: Reducing Spatial Redundancy in Convolutional Neural Networks With Octave Convolution	http://openaccess.thecvf.com/content_ICCV_2019/papers/Chen_Drop_an_Octave_Reducing_Spatial_Redundancy_in_Convolutional_Neural_Networks_ICCV_2019_paper.pdf	Yunpeng Chen
Domain Intersection and Domain Difference	http://openaccess.thecvf.com/content_ICCV_2019/papers/Benaim_Domain_Intersection_and_Domain_Difference_ICCV_2019_paper.pdf	Sagie Benaim
Learned Video Compression	http://openaccess.thecvf.com/content_ICCV_2019/papers/Rippel_Learned_Video_Compression_ICCV_2019_paper.pdf	Oren Rippel
Local Relation Networks for Image Recognition	http://openaccess.thecvf.com/content_ICCV_2019/papers/Hu_Local_Relation_Networks_for_Image_Recognition_ICCV_2019_paper.pdf	Han Hu
DiscoNet: Shapes Learning on Disconnected Manifolds for 3D Editing	http://openaccess.thecvf.com/content_ICCV_2019/papers/Mehr_DiscoNet_Shapes_Learning_on_Disconnected_Manifolds_for_3D_Editing_ICCV_2019_paper.pdf	Eloi Mehr
Deep Residual Learning in the JPEG Transform Domain	http://openaccess.thecvf.com/content_ICCV_2019/papers/Ehrlich_Deep_Residual_Learning_in_the_JPEG_Transform_Domain_ICCV_2019_paper.pdf	Max Ehrlich
Approximated Bilinear Modules for Temporal Modeling	http://openaccess.thecvf.com/content_ICCV_2019/papers/Zhu_Approximated_Bilinear_Modules_for_Temporal_Modeling_ICCV_2019_paper.pdf	Xinqi Zhu
Customizing Student Networks From Heterogeneous Teachers via Adaptive Knowledge Amalgamation	http://openaccess.thecvf.com/content_ICCV_2019/papers/Shen_Customizing_Student_Networks_From_Heterogeneous_Teachers_via_Adaptive_Knowledge_Amalgamation_ICCV_2019_paper.pdf	Chengchao Shen
Data-Free Learning of Student Networks	http://openaccess.thecvf.com/content_ICCV_2019/papers/Chen_Data-Free_Learning_of_Student_Networks_ICCV_2019_paper.pdf	Hanting Chen
Deep Closest Point: Learning Representations for Point Cloud Registration	http://openaccess.thecvf.com/content_ICCV_2019/papers/Wang_Deep_Closest_Point_Learning_Representations_for_Point_Cloud_Registration_ICCV_2019_paper.pdf	Yue Wang
Orientation-Aware Semantic Segmentation on Icosahedron Spheres	http://openaccess.thecvf.com/content_ICCV_2019/papers/Zhang_Orientation-Aware_Semantic_Segmentation_on_Icosahedron_Spheres_ICCV_2019_paper.pdf	Chao Zhang
Differentiable Learning-to-Group Channels via Groupable Convolutional Neural Networks	http://openaccess.thecvf.com/content_ICCV_2019/papers/Zhang_Differentiable_Learning-to-Group_Channels_via_Groupable_Convolutional_Neural_Networks_ICCV_2019_paper.pdf	Zhaoyang Zhang
HarDNet: A Low Memory Traffic Network	http://openaccess.thecvf.com/content_ICCV_2019/papers/Chao_HarDNet_A_Low_Memory_Traffic_Network_ICCV_2019_paper.pdf	Ping Chao
Dynamic Multi-Scale Filters for Semantic Segmentation	http://openaccess.thecvf.com/content_ICCV_2019/papers/He_Dynamic_Multi-Scale_Filters_for_Semantic_Segmentation_ICCV_2019_paper.pdf	Junjun He
Online Model Distillation for Efficient Video Inference	http://openaccess.thecvf.com/content_ICCV_2019/papers/Mullapudi_Online_Model_Distillation_for_Efficient_Video_Inference_ICCV_2019_paper.pdf	Ravi Teja Mullapudi
Rethinking Zero-Shot Learning: A Conditional Visual Classification Perspective	http://openaccess.thecvf.com/content_ICCV_2019/papers/Li_Rethinking_Zero-Shot_Learning_A_Conditional_Visual_Classification_Perspective_ICCV_2019_paper.pdf	Kai Li
Task-Driven Modular Networks for Zero-Shot Compositional Learning	http://openaccess.thecvf.com/content_ICCV_2019/papers/Purushwalkam_Task-Driven_Modular_Networks_for_Zero-Shot_Compositional_Learning_ICCV_2019_paper.pdf	Senthil Purushwalkam
Transductive Episodic-Wise Adaptive Metric for Few-Shot Learning	http://openaccess.thecvf.com/content_ICCV_2019/papers/Qiao_Transductive_Episodic-Wise_Adaptive_Metric_for_Few-Shot_Learning_ICCV_2019_paper.pdf	Limeng Qiao
Deep Multiple-Attribute-Perceived Network for Real-World Texture Recognition	http://openaccess.thecvf.com/content_ICCV_2019/papers/Zhai_Deep_Multiple-Attribute-Perceived_Network_for_Real-World_Texture_Recognition_ICCV_2019_paper.pdf	Wei Zhai
RGB-Infrared Cross-Modality Person Re-Identification via Joint Pixel and Feature Alignment	http://openaccess.thecvf.com/content_ICCV_2019/papers/Wang_RGB-Infrared_Cross-Modality_Person_Re-Identification_via_Joint_Pixel_and_Feature_Alignment_ICCV_2019_paper.pdf	Guan'an Wang
EvalNorm: Estimating Batch Normalization Statistics for Evaluation	http://openaccess.thecvf.com/content_ICCV_2019/papers/Singh_EvalNorm_Estimating_Batch_Normalization_Statistics_for_Evaluation_ICCV_2019_paper.pdf	Saurabh Singh
Beyond Human Parts: Dual Part-Aligned Representations for Person Re-Identification	http://openaccess.thecvf.com/content_ICCV_2019/papers/Guo_Beyond_Human_Parts_Dual_Part-Aligned_Representations_for_Person_Re-Identification_ICCV_2019_paper.pdf	Jianyuan Guo
Person Search by Text Attribute Query As Zero-Shot Learning	http://openaccess.thecvf.com/content_ICCV_2019/papers/Dong_Person_Search_by_Text_Attribute_Query_As_Zero-Shot_Learning_ICCV_2019_paper.pdf	Qi Dong
Semantic-Aware Knowledge Preservation for Zero-Shot Sketch-Based Image Retrieval	http://openaccess.thecvf.com/content_ICCV_2019/papers/Liu_Semantic-Aware_Knowledge_Preservation_for_Zero-Shot_Sketch-Based_Image_Retrieval_ICCV_2019_paper.pdf	Qing Liu
Active Learning for Deep Detection Neural Networks	http://openaccess.thecvf.com/content_ICCV_2019/papers/Aghdam_Active_Learning_for_Deep_Detection_Neural_Networks_ICCV_2019_paper.pdf	Hamed H. Aghdam
One-Shot Neural Architecture Search via Self-Evaluated Template Network	http://openaccess.thecvf.com/content_ICCV_2019/papers/Dong_One-Shot_Neural_Architecture_Search_via_Self-Evaluated_Template_Network_ICCV_2019_paper.pdf	Xuanyi Dong
Batch DropBlock Network for Person Re-Identification and Beyond	http://openaccess.thecvf.com/content_ICCV_2019/papers/Dai_Batch_DropBlock_Network_for_Person_Re-Identification_and_Beyond_ICCV_2019_paper.pdf	Zuozhuo Dai
Omni-Scale Feature Learning for Person Re-Identification	http://openaccess.thecvf.com/content_ICCV_2019/papers/Zhou_Omni-Scale_Feature_Learning_for_Person_Re-Identification_ICCV_2019_paper.pdf	Kaiyang Zhou
Be Your Own Teacher: Improve the Performance of Convolutional Neural Networks via Self Distillation	http://openaccess.thecvf.com/content_ICCV_2019/papers/Zhang_Be_Your_Own_Teacher_Improve_the_Performance_of_Convolutional_Neural_ICCV_2019_paper.pdf	Linfeng Zhang
Diversity With Cooperation: Ensemble Methods for Few-Shot Classification	http://openaccess.thecvf.com/content_ICCV_2019/papers/Dvornik_Diversity_With_Cooperation_Ensemble_Methods_for_Few-Shot_Classification_ICCV_2019_paper.pdf	Nikita Dvornik
Enhancing 2D Representation via Adjacent Views for 3D Shape Retrieval	http://openaccess.thecvf.com/content_ICCV_2019/papers/Xu_Enhancing_2D_Representation_via_Adjacent_Views_for_3D_Shape_Retrieval_ICCV_2019_paper.pdf	Cheng Xu
Adversarial Fine-Grained Composition Learning for Unseen Attribute-Object Recognition	http://openaccess.thecvf.com/content_ICCV_2019/papers/Wei_Adversarial_Fine-Grained_Composition_Learning_for_Unseen_Attribute-Object_Recognition_ICCV_2019_paper.pdf	Kun Wei
Auto-ReID: Searching for a Part-Aware ConvNet for Person Re-Identification	http://openaccess.thecvf.com/content_ICCV_2019/papers/Quan_Auto-ReID_Searching_for_a_Part-Aware_ConvNet_for_Person_Re-Identification_ICCV_2019_paper.pdf	Ruijie Quan
Second-Order Non-Local Attention Networks for Person Re-Identification	http://openaccess.thecvf.com/content_ICCV_2019/papers/Xia_Second-Order_Non-Local_Attention_Networks_for_Person_Re-Identification_ICCV_2019_paper.pdf	Bryan (Ning) Xia
Fast Computation of Content-Sensitive Superpixels and Supervoxels Using Q-Distances	http://openaccess.thecvf.com/content_ICCV_2019/papers/Ye_Fast_Computation_of_Content-Sensitive_Superpixels_and_Supervoxels_Using_Q-Distances_ICCV_2019_paper.pdf	Zipeng Ye
Progressive-X: Efficient, Anytime, Multi-Model Fitting Algorithm	http://openaccess.thecvf.com/content_ICCV_2019/papers/Barath_Progressive-X_Efficient_Anytime_Multi-Model_Fitting_Algorithm_ICCV_2019_paper.pdf	Daniel Barath
Structured Modeling of Joint Deep Feature and Prediction Refinement for Salient Object Detection	http://openaccess.thecvf.com/content_ICCV_2019/papers/Xu_Structured_Modeling_of_Joint_Deep_Feature_and_Prediction_Refinement_for_ICCV_2019_paper.pdf	Yingyue Xu
Selectivity or Invariance: Boundary-Aware Salient Object Detection	http://openaccess.thecvf.com/content_ICCV_2019/papers/Su_Selectivity_or_Invariance_Boundary-Aware_Salient_Object_Detection_ICCV_2019_paper.pdf	Jinming Su
Online Unsupervised Learning of the 3D Kinematic Structure of Arbitrary Rigid Bodies	http://openaccess.thecvf.com/content_ICCV_2019/papers/Nunes_Online_Unsupervised_Learning_of_the_3D_Kinematic_Structure_of_Arbitrary_ICCV_2019_paper.pdf	Urbano Miguel Nunes
Few-Shot Generalization for Single-Image 3D Reconstruction via Priors	http://openaccess.thecvf.com/content_ICCV_2019/papers/Wallace_Few-Shot_Generalization_for_Single-Image_3D_Reconstruction_via_Priors_ICCV_2019_paper.pdf	Bram Wallace
Digging Into Self-Supervised Monocular Depth Estimation	http://openaccess.thecvf.com/content_ICCV_2019/papers/Godard_Digging_Into_Self-Supervised_Monocular_Depth_Estimation_ICCV_2019_paper.pdf	Clement Godard
Learning Object-Specific Distance From a Monocular Image	http://openaccess.thecvf.com/content_ICCV_2019/papers/Zhu_Learning_Object-Specific_Distance_From_a_Monocular_Image_ICCV_2019_paper.pdf	Jing Zhu
Unsupervised 3D Reconstruction Networks	http://openaccess.thecvf.com/content_ICCV_2019/papers/Cha_Unsupervised_3D_Reconstruction_Networks_ICCV_2019_paper.pdf	Geonho Cha
3D Point Cloud Generative Adversarial Network Based on Tree Structured Graph Convolutions	http://openaccess.thecvf.com/content_ICCV_2019/papers/Shu_3D_Point_Cloud_Generative_Adversarial_Network_Based_on_Tree_Structured_ICCV_2019_paper.pdf	Dong Wook Shu
Visualization of Convolutional Neural Networks for Monocular Depth Estimation	http://openaccess.thecvf.com/content_ICCV_2019/papers/Hu_Visualization_of_Convolutional_Neural_Networks_for_Monocular_Depth_Estimation_ICCV_2019_paper.pdf	Junjie Hu
Co-Separating Sounds of Visual Objects	http://openaccess.thecvf.com/content_ICCV_2019/papers/Gao_Co-Separating_Sounds_of_Visual_Objects_ICCV_2019_paper.pdf	Ruohan Gao
BMN: Boundary-Matching Network for Temporal Action Proposal Generation	http://openaccess.thecvf.com/content_ICCV_2019/papers/Lin_BMN_Boundary-Matching_Network_for_Temporal_Action_Proposal_Generation_ICCV_2019_paper.pdf	Tianwei Lin
Weakly Supervised Temporal Action Localization Through Contrast Based Evaluation Networks	http://openaccess.thecvf.com/content_ICCV_2019/papers/Liu_Weakly_Supervised_Temporal_Action_Localization_Through_Contrast_Based_Evaluation_Networks_ICCV_2019_paper.pdf	Ziyi Liu
Progressive Sparse Local Attention for Video Object Detection	http://openaccess.thecvf.com/content_ICCV_2019/papers/Guo_Progressive_Sparse_Local_Attention_for_Video_Object_Detection_ICCV_2019_paper.pdf	Chaoxu Guo
Reasoning About Human-Object Interactions Through Dual Attention Networks	http://openaccess.thecvf.com/content_ICCV_2019/papers/Xiao_Reasoning_About_Human-Object_Interactions_Through_Dual_Attention_Networks_ICCV_2019_paper.pdf	Tete Xiao
DMM-Net: Differentiable Mask-Matching Network for Video Object Segmentation	http://openaccess.thecvf.com/content_ICCV_2019/papers/Zeng_DMM-Net_Differentiable_Mask-Matching_Network_for_Video_Object_Segmentation_ICCV_2019_paper.pdf	Xiaohui Zeng
Asymmetric Cross-Guided Attention Network for Actor and Action Video Segmentation From Natural Language Query	http://openaccess.thecvf.com/content_ICCV_2019/papers/Wang_Asymmetric_Cross-Guided_Attention_Network_for_Actor_and_Action_Video_Segmentation_ICCV_2019_paper.pdf	Hao Wang
AGSS-VOS: Attention Guided Single-Shot Video Object Segmentation	http://openaccess.thecvf.com/content_ICCV_2019/papers/Lin_AGSS-VOS_Attention_Guided_Single-Shot_Video_Object_Segmentation_ICCV_2019_paper.pdf	Huaijia Lin
